colsample_bylevel,colsample_bynode,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,colsample_bylevel_i,colsample_bynode_i,colsample_bytree_i,gamma_i,learning_rate_i,max_depth_i,min_child_weight_i,n_estimators_i,reg_alpha_i,reg_lambda_i,subsample_i
0.5,0.5,0.9,0.0,0.05,5,7,700,0.2,0.5,0.8,4,0,8,0,5,4,6,13,2,0,3
