bootstrap_type,border_count,grow_policy,l2_leaf_reg,learning_rate,max_depth,min_data_in_leaf,n_estimators,random_strength,bootstrap_type_i,border_count_i,grow_policy_i,l2_leaf_reg_i,learning_rate_i,max_depth_i,min_data_in_leaf_i,n_estimators_i,random_strength_i
No,1024,Lossguide,5.0,0.25,15,1,400,100.0,0,5,2,10,9,14,0,11,6
